Alabama	Montgomery,_Alabama	1
Alaska	Juneau,_Alaska	1
Arizona	Phoenix,_Arizona	1
Arkansas	Little_Rock,_Arkansas	1
California	Sacramento,_California	1
Colorado	Denver	1
Connecticut	Hartford,_Connecticut	1
Delaware	Dover,_Delaware	1
Florida	Tallahassee,_Florida	1
Georgia	Atlanta	1
Hawaii	Honolulu	1
Idaho	Boise,_Idaho	1
Illinois	Springfield,_Illinois	1
Indiana	Indianapolis	1
Iowa	Des_Moines,_Iowa	1
Kansas	Topeka,_Kansas	1
Kentucky	Frankfort,_Kentucky	1
Louisiana	Baton_Rouge,_Louisiana	1
Maine	Augusta,_Maine	1
Maryland	Annapolis,_Maryland	1
Massachusetts	Boston	1
Michigan	Lansing,_Michigan	1
Minnesota	Saint_Paul,_Minnesota	1
Mississippi	Jackson,_Mississippi	1
Missouri	Jefferson_City,_Missouri	1
Montana	Helena,_Montana	1
Nebraska	Lincoln,_Nebraska	1
Nevada	Carson_City,_Nevada	1
New_Hampshire	Concord,_New_Hampshire	1
New_Jersey	Trenton,_New_Jersey	1
New_Mexico	Santa_Fe,_New_Mexico	1
New_York	Albany,_New_York	1
North_Carolina	Raleigh,_North_Carolina	1
North_Dakota	Bismarck,_North_Dakota	1
Ohio	Columbus,_Ohio	1
Oklahoma	Oklahoma_City	1
Oregon	Salem,_Oregon	1
Pennsylvania	Harrisburg,_Pennsylvania	1
Rhode_Island	Providence,_Rhode_Island	1
South_Carolina	Columbia,_South_Carolina	1
South_Dakota	Pierre,_South_Dakota	1
Tennessee	Nashville,_Tennessee	1
Texas	Austin,_Texas	1
Utah	Salt_Lake_City	1
Vermont	Montpelier,_Vermont	1
Virginia	Richmond,_Virginia	1
Washington	Olympia,_Washington	1
West_Virginia	Charleston,_West_Virginia	1
Wisconsin	Madison,_Wisconsin	1
Wyoming	Cheyenne,_Wyoming	1
Alabama	Pierre,_South_Dakota	-1
Alabama	Annapolis,_Maryland	-1
Alabama	Harrisburg,_Pennsylvania	-1
Alabama	Salt_Lake_City	-1
Alabama	Augusta,_Maine	-1
Alaska	Salem,_Oregon	-1
Alaska	Atlanta	-1
Alaska	Oklahoma_City	-1
Alaska	Baton_Rouge,_Louisiana	-1
Alaska	Albany,_New_York	-1
Arizona	Richmond,_Virginia	-1
Arizona	Cheyenne,_Wyoming	-1
Arizona	Saint_Paul,_Minnesota	-1
Arizona	Olympia,_Washington	-1
Arizona	Raleigh,_North_Carolina	-1
Arkansas	Hartford,_Connecticut	-1
Arkansas	Salem,_Oregon	-1
Arkansas	Denver	-1
Arkansas	Topeka,_Kansas	-1
Arkansas	Austin,_Texas	-1
California	Jefferson_City,_Missouri	-1
California	Montpelier,_Vermont	-1
California	Salem,_Oregon	-1
California	Nashville,_Tennessee	-1
California	Raleigh,_North_Carolina	-1
Colorado	Little_Rock,_Arkansas	-1
Colorado	Columbia,_South_Carolina	-1
Colorado	Richmond,_Virginia	-1
Colorado	Boise,_Idaho	-1
Colorado	Indianapolis	-1
Connecticut	Helena,_Montana	-1
Connecticut	Boise,_Idaho	-1
Connecticut	Tallahassee,_Florida	-1
Connecticut	Frankfort,_Kentucky	-1
Connecticut	Augusta,_Maine	-1
Delaware	Frankfort,_Kentucky	-1
Delaware	Concord,_New_Hampshire	-1
Delaware	Indianapolis	-1
Delaware	Jackson,_Mississippi	-1
Delaware	Helena,_Montana	-1
Florida	Indianapolis	-1
Florida	Augusta,_Maine	-1
Florida	Charleston,_West_Virginia	-1
Florida	Santa_Fe,_New_Mexico	-1
Florida	Montpelier,_Vermont	-1
Georgia	Boston	-1
Georgia	Richmond,_Virginia	-1
Georgia	Bismarck,_North_Dakota	-1
Georgia	Columbus,_Ohio	-1
Georgia	Tallahassee,_Florida	-1
Hawaii	Boston	-1
Hawaii	Richmond,_Virginia	-1
Hawaii	Charleston,_West_Virginia	-1
Hawaii	Raleigh,_North_Carolina	-1
Hawaii	Baton_Rouge,_Louisiana	-1
Idaho	Nashville,_Tennessee	-1
Idaho	Jefferson_City,_Missouri	-1
Idaho	Helena,_Montana	-1
Idaho	Little_Rock,_Arkansas	-1
Idaho	Saint_Paul,_Minnesota	-1
Illinois	Augusta,_Maine	-1
Illinois	Providence,_Rhode_Island	-1
Illinois	Indianapolis	-1
Illinois	Trenton,_New_Jersey	-1
Illinois	Madison,_Wisconsin	-1
Indiana	Carson_City,_Nevada	-1
Indiana	Frankfort,_Kentucky	-1
Indiana	Helena,_Montana	-1
Indiana	Boise,_Idaho	-1
Indiana	Madison,_Wisconsin	-1
Iowa	Trenton,_New_Jersey	-1
Iowa	Juneau,_Alaska	-1
Iowa	Jackson,_Mississippi	-1
Iowa	Concord,_New_Hampshire	-1
Iowa	Raleigh,_North_Carolina	-1
Kansas	Phoenix,_Arizona	-1
Kansas	Denver	-1
Kansas	Montpelier,_Vermont	-1
Kansas	Harrisburg,_Pennsylvania	-1
Kansas	Salt_Lake_City	-1
Kentucky	Lincoln,_Nebraska	-1
Kentucky	Jackson,_Mississippi	-1
Kentucky	Concord,_New_Hampshire	-1
Kentucky	Annapolis,_Maryland	-1
Kentucky	Cheyenne,_Wyoming	-1
Louisiana	Raleigh,_North_Carolina	-1
Louisiana	Des_Moines,_Iowa	-1
Louisiana	Dover,_Delaware	-1
Louisiana	Indianapolis	-1
Louisiana	Trenton,_New_Jersey	-1
Maine	Lincoln,_Nebraska	-1
Maine	Richmond,_Virginia	-1
Maine	Des_Moines,_Iowa	-1
Maine	Trenton,_New_Jersey	-1
Maine	Indianapolis	-1
Maryland	Boise,_Idaho	-1
Maryland	Frankfort,_Kentucky	-1
Maryland	Saint_Paul,_Minnesota	-1
Maryland	Bismarck,_North_Dakota	-1
Maryland	Augusta,_Maine	-1
Massachusetts	Augusta,_Maine	-1
Massachusetts	Concord,_New_Hampshire	-1
Massachusetts	Phoenix,_Arizona	-1
Massachusetts	Sacramento,_California	-1
Massachusetts	Albany,_New_York	-1
Michigan	Albany,_New_York	-1
Michigan	Nashville,_Tennessee	-1
Michigan	Hartford,_Connecticut	-1
Michigan	Harrisburg,_Pennsylvania	-1
Michigan	Springfield,_Illinois	-1
Minnesota	Little_Rock,_Arkansas	-1
Minnesota	Jefferson_City,_Missouri	-1
Minnesota	Austin,_Texas	-1
Minnesota	Madison,_Wisconsin	-1
Minnesota	Sacramento,_California	-1
Mississippi	Nashville,_Tennessee	-1
Mississippi	Providence,_Rhode_Island	-1
Mississippi	Hartford,_Connecticut	-1
Mississippi	Boise,_Idaho	-1
Mississippi	Salem,_Oregon	-1
Missouri	Harrisburg,_Pennsylvania	-1
Missouri	Trenton,_New_Jersey	-1
Missouri	Providence,_Rhode_Island	-1
Missouri	Cheyenne,_Wyoming	-1
Missouri	Olympia,_Washington	-1
Montana	Phoenix,_Arizona	-1
Montana	Lansing,_Michigan	-1
Montana	Nashville,_Tennessee	-1
Montana	Salt_Lake_City	-1
Montana	Columbus,_Ohio	-1
Nebraska	Madison,_Wisconsin	-1
Nebraska	Hartford,_Connecticut	-1
Nebraska	Lansing,_Michigan	-1
Nebraska	Columbus,_Ohio	-1
Nebraska	Bismarck,_North_Dakota	-1
Nevada	Richmond,_Virginia	-1
Nevada	Santa_Fe,_New_Mexico	-1
Nevada	Jefferson_City,_Missouri	-1
Nevada	Springfield,_Illinois	-1
Nevada	Baton_Rouge,_Louisiana	-1
New_Hampshire	Hartford,_Connecticut	-1
New_Hampshire	Des_Moines,_Iowa	-1
New_Hampshire	Olympia,_Washington	-1
New_Hampshire	Annapolis,_Maryland	-1
New_Hampshire	Little_Rock,_Arkansas	-1
New_Jersey	Carson_City,_Nevada	-1
New_Jersey	Cheyenne,_Wyoming	-1
New_Jersey	Augusta,_Maine	-1
New_Jersey	Topeka,_Kansas	-1
New_Jersey	Des_Moines,_Iowa	-1
New_Mexico	Augusta,_Maine	-1
New_Mexico	Charleston,_West_Virginia	-1
New_Mexico	Tallahassee,_Florida	-1
New_Mexico	Hartford,_Connecticut	-1
New_Mexico	Phoenix,_Arizona	-1
New_York	Montpelier,_Vermont	-1
New_York	Richmond,_Virginia	-1
New_York	Tallahassee,_Florida	-1
New_York	Pierre,_South_Dakota	-1
New_York	Raleigh,_North_Carolina	-1
North_Carolina	Juneau,_Alaska	-1
North_Carolina	Indianapolis	-1
North_Carolina	Lincoln,_Nebraska	-1
North_Carolina	Salem,_Oregon	-1
North_Carolina	Denver	-1
North_Dakota	Lansing,_Michigan	-1
North_Dakota	Jackson,_Mississippi	-1
North_Dakota	Carson_City,_Nevada	-1
North_Dakota	Boston	-1
North_Dakota	Tallahassee,_Florida	-1
Ohio	Salt_Lake_City	-1
Ohio	Carson_City,_Nevada	-1
Ohio	Providence,_Rhode_Island	-1
Ohio	Jackson,_Mississippi	-1
Ohio	Santa_Fe,_New_Mexico	-1
Oklahoma	Augusta,_Maine	-1
Oklahoma	Topeka,_Kansas	-1
Oklahoma	Little_Rock,_Arkansas	-1
Oklahoma	Denver	-1
Oklahoma	Albany,_New_York	-1
Oregon	Springfield,_Illinois	-1
Oregon	Lincoln,_Nebraska	-1
Oregon	Helena,_Montana	-1
Oregon	Harrisburg,_Pennsylvania	-1
Oregon	Albany,_New_York	-1
Pennsylvania	Frankfort,_Kentucky	-1
Pennsylvania	Hartford,_Connecticut	-1
Pennsylvania	Providence,_Rhode_Island	-1
Pennsylvania	Albany,_New_York	-1
Pennsylvania	Montgomery,_Alabama	-1
Rhode_Island	Augusta,_Maine	-1
Rhode_Island	Nashville,_Tennessee	-1
Rhode_Island	Salem,_Oregon	-1
Rhode_Island	Columbus,_Ohio	-1
Rhode_Island	Frankfort,_Kentucky	-1
South_Carolina	Helena,_Montana	-1
South_Carolina	Richmond,_Virginia	-1
South_Carolina	Springfield,_Illinois	-1
South_Carolina	Charleston,_West_Virginia	-1
South_Carolina	Frankfort,_Kentucky	-1
South_Dakota	Albany,_New_York	-1
South_Dakota	Sacramento,_California	-1
South_Dakota	Concord,_New_Hampshire	-1
South_Dakota	Charleston,_West_Virginia	-1
South_Dakota	Nashville,_Tennessee	-1
Tennessee	Salem,_Oregon	-1
Tennessee	Charleston,_West_Virginia	-1
Tennessee	Pierre,_South_Dakota	-1
Tennessee	Jackson,_Mississippi	-1
Tennessee	Raleigh,_North_Carolina	-1
Texas	Salt_Lake_City	-1
Texas	Richmond,_Virginia	-1
Texas	Bismarck,_North_Dakota	-1
Texas	Des_Moines,_Iowa	-1
Texas	Phoenix,_Arizona	-1
Utah	Boston	-1
Utah	Columbia,_South_Carolina	-1
Utah	Albany,_New_York	-1
Utah	Oklahoma_City	-1
Utah	Baton_Rouge,_Louisiana	-1
Vermont	Annapolis,_Maryland	-1
Vermont	Springfield,_Illinois	-1
Vermont	Jackson,_Mississippi	-1
Vermont	Columbus,_Ohio	-1
Vermont	Salem,_Oregon	-1
Virginia	Frankfort,_Kentucky	-1
Virginia	Helena,_Montana	-1
Virginia	Oklahoma_City	-1
Virginia	Augusta,_Maine	-1
Virginia	Sacramento,_California	-1
Washington	Lansing,_Michigan	-1
Washington	Topeka,_Kansas	-1
Washington	Augusta,_Maine	-1
Washington	Annapolis,_Maryland	-1
Washington	Hartford,_Connecticut	-1
West_Virginia	Boise,_Idaho	-1
West_Virginia	Concord,_New_Hampshire	-1
West_Virginia	Albany,_New_York	-1
West_Virginia	Salem,_Oregon	-1
West_Virginia	Olympia,_Washington	-1
Wisconsin	Trenton,_New_Jersey	-1
Wisconsin	Annapolis,_Maryland	-1
Wisconsin	Boise,_Idaho	-1
Wisconsin	Oklahoma_City	-1
Wisconsin	Topeka,_Kansas	-1
Wyoming	Topeka,_Kansas	-1
Wyoming	Lansing,_Michigan	-1
Wyoming	Austin,_Texas	-1
Wyoming	Santa_Fe,_New_Mexico	-1
Wyoming	Pierre,_South_Dakota	-1
